Transaction_Text,Label
Credit card EMI installment | Ref:4cf31d09 | Amount: INR 44985.72,EMI
Personal loan EMI deduction | Ref:e2045cc2 | Amount: INR 4370.94,EMI
POS Tuition class payment PAYMENT,Studies
POS Freelance payment received TRANSACTION,Income
BANK School fee payment,Studies
MedPlus pharmacy purchase TRANSACTION,Medical
PHONEPE Reliance Fresh supermarket payment TRANSACTION,Groceries
HDFC home loan EMI | Ref:6160fa16 | Amount: INR 8112.74,EMI
Gaming purchase UPI,Entertainment
IKEA furniture shopping | Ref:9fc6dfa2 | Amount: INR 16597.47,Shopping
UPI Freelance payment received PURCHASE,Income
PAYTM Payment received PURCHASE,Income
POS General income credit,Income
Personal UPI transfer PURCHASE,Personal Transfer
GPAY Internet broadband bill TRANSACTION,Bills
BANK School fee payment,Studies
Grocery purchase at Big Bazaar | Ref:58e4ffed | Amount: INR 18669.71,Food
POS Coaching institute UPI PURCHASE,Studies
GPAY Cinema ticket payment TRANSACTION,Entertainment
POS Supermarket grocery purchase UPI,Groceries
ONLINE Tuition class payment,Studies
Groww ETF investment | Ref:be90047e | Amount: INR 45238.57,Investment
ONLINE Other transaction PAYMENT,Other
BANK Flat rent transfer PAYMENT,Rent
ONLINE Cinema ticket payment TRANSACTION,Entertainment
POS Freelance payment received TRANSACTION,Income
PAYTM Water bill payment UPI,Bills
HDFC home loan EMI | Ref:802ff55d | Amount: INR 31374.64,EMI
PAYTM Office salary received ONLINE,Salary
UPI Personal bank transfer ONLINE,Personal Transfer
PHONEPE Bank account credit received TRANSACTION,Income
Office salary received,Salary
Uber ride payment | Ref:e6f8e82a | Amount: INR 33069.83,Transport
HDFC home loan EMI | Ref:a47507ed | Amount: INR 11665.78,EMI
Cafe coffee purchase at | Ref:75115ebf | Amount: INR 24789.49,Food
ONLINE Academic fee payment PURCHASE,Studies
PAYTM Monthly rent transfer PURCHASE,Rent
Cafe coffee purchase at | Ref:172f9e8a | Amount: INR 28350.23,Food
PHONEPE Netflix monthly payment PAYMENT,Entertainment
POS Payment received PURCHASE,Income
PHONEPE Personal bank transfer PURCHASE,Personal Transfer
UPI UPI payment to Ravi UPI,Personal Transfer
SBI car loan EMI | Ref:7a6eabbf | Amount: INR 49441.6,EMI
UPI Other transaction TRANSACTION,Other
POS Water bill payment ONLINE,Bills
MakeMyTrip hotel booking | Ref:1a6b6bc5 | Amount: INR 21867.36,Transport
GPAY MedPlus pharmacy purchase PAYMENT,Medical
BANK Doctor consultation fee PAYMENT,Medical
Bajaj Finserv EMI payment | Ref:87977d08 | Amount: INR 8417.03,EMI
Uber ride payment | Ref:16e194e5 | Amount: INR 17450.14,Transport
PHONEPE Gas bill payment ONLINE,Bills
GPAY Cinema ticket payment ONLINE,Entertainment
PHONEPE Zepto grocery delivery ONLINE,Groceries
POS Salary August credit PURCHASE,Salary
POS Hostel rent payment PURCHASE,Rent
BANK Personal UPI transfer PURCHASE,Personal Transfer
POS Income credited PAYMENT,Income
ONLINE DMart grocery purchase,Groceries
ONLINE Gas bill payment PURCHASE,Bills
ONLINE Bonus credited,Income
GPAY PG rent payment UPI,Rent
Metro travel card payment PAYMENT,Transport
ONLINE Transfer to family member,Personal Transfer
ONLINE Salary credited PAYMENT,Salary
PAYTM Salary August credit ONLINE,Salary
UPI General payment UPI,Other
Dominos pizza order | Ref:b7df1087 | Amount: INR 9343.1,Food
MakeMyTrip hotel booking | Ref:5fbfb336 | Amount: INR 33953.57,Transport
PAYTM BookMyShow movie ticket,Entertainment
Groww ETF investment | Ref:4b41b97a | Amount: INR 15461.63,Investment
BigBasket grocery order,Groceries
Grocery purchase at Big Bazaar | Ref:60150df7 | Amount: INR 30130.98,Food
Landlord rent payment PAYMENT,Rent
BANK BigBasket grocery order,Groceries
PAYTM Tuition class payment ONLINE,Studies
Petrol pump fuel payment | Ref:1ecf0c77 | Amount: INR 35503.73,Petrol
HDFC home loan EMI | Ref:6d02b6bb | Amount: INR 19027.08,EMI
UPI HPCL petrol payment PAYMENT,Petrol
BANK Diagnostic lab payment UPI,Medical
Flat rent transfer ONLINE,Rent
GPAY Provision store payment PURCHASE,Groceries
PAYTM Airtel recharge TRANSACTION,Bills
BANK Theatre ticket payment TRANSACTION,Entertainment
Swiggy order payment | Ref:fde981e3 | Amount: INR 8263.44,Food
Education institute UPI payment ONLINE,Studies
PAYTM General credit to account PAYMENT,Income
GPAY Provision store payment,Groceries
BANK UPI transfer to Arun TRANSACTION,Personal Transfer
Petrol pump fuel payment | Ref:1903adaa | Amount: INR 13296.76,Petrol
Medical shop purchase ONLINE,Medical
BANK Metro ticket payment ONLINE,Transport
Personal loan EMI deduction | Ref:ec03f023 | Amount: INR 22934.95,EMI
UPI Provision store payment TRANSACTION,Groceries
GPAY Landlord rent payment PAYMENT,Rent
Grocery purchase at Big Bazaar | Ref:2bba4bf0 | Amount: INR 9669.35,Food
BANK General credit to account UPI,Income
PHONEPE Theatre ticket payment UPI,Entertainment
IRCTC train ticket booking | Ref:7813129f | Amount: INR 49298.46,Transport
PAYTM BigBasket grocery order UPI,Groceries
UPI Medicine purchase TRANSACTION,Medical
PPF contribution | Ref:1b937042 | Amount: INR 44524.01,Investment
POS MedPlus pharmacy purchase,Medical
PHONEPE BookMyShow movie ticket ONLINE,Entertainment
Myntra clothing order | Ref:f53cf479 | Amount: INR 9532.21,Shopping
GPAY Room rent August,Rent
GPAY Miscellaneous expense PAYMENT,Other
GPAY Monthly salary credit PAYMENT,Salary
Groww ETF investment | Ref:d992eda4 | Amount: INR 19951.48,Investment
BANK Office salary received TRANSACTION,Salary
Petrol pump fuel payment | Ref:b159d196 | Amount: INR 25948.52,Petrol
PHONEPE MedPlus pharmacy purchase UPI,Medical
POS Theatre ticket payment TRANSACTION,Entertainment
ONLINE Medical shop purchase PAYMENT,Medical
BANK Office salary received PURCHASE,Salary
GPAY School fee payment ONLINE,Studies
ONLINE BigBasket grocery order,Groceries
PAYTM Diagnostic lab payment PAYMENT,Medical
Supermarket grocery purchase ONLINE,Groceries
PHONEPE Disney Hotstar subscription ONLINE,Entertainment
SBI car loan EMI | Ref:76ac1a1e | Amount: INR 12280.93,EMI
GPAY Payment received,Income
POS Payment to friend,Personal Transfer
PPF contribution | Ref:7b117eee | Amount: INR 32896.26,Investment
BANK Education institute UPI payment PURCHASE,Studies
GPAY Shell fuel payment PAYMENT,Petrol
BANK Netflix monthly payment TRANSACTION,Entertainment
POS DMart grocery purchase PURCHASE,Groceries
Dominos pizza order | Ref:39799945 | Amount: INR 41213.37,Food
PHONEPE Payment received UPI,Income
Fixed deposit investment | Ref:ca545a37 | Amount: INR 21609.48,Investment
BANK Institute fee payment PURCHASE,Studies
McDonald's meal payment | Ref:87ffc671 | Amount: INR 48601.14,Food
PAYTM Educational institution fee ONLINE,Studies
Udemy course purchase UPI,Studies
Personal loan EMI deduction | Ref:9f23ec05 | Amount: INR 19095.28,EMI
BANK Payroll credit PAYMENT,Salary
RedBus bus ticket | Ref:cb961acb | Amount: INR 885.13,Transport
Burger restaurant payment TRANSACTION,Food
Myntra clothing order | Ref:aee4bdf8 | Amount: INR 3390.7,Shopping
UPI UPI payment to Ravi PAYMENT,Personal Transfer
ONLINE Payment to friend UPI,Personal Transfer
PAYTM BookMyShow movie ticket PURCHASE,Entertainment
Personal loan EMI deduction | Ref:4dc0da86 | Amount: INR 24834.66,EMI
PAYTM Mithran Super Stores purchase UPI,Groceries
PAYTM Institute fee payment PURCHASE,Studies
ONLINE Academic fee payment PAYMENT,Studies
ONLINE Unclassified transaction TRANSACTION,Other
POS Bookstore study material UPI,Studies
Amazon online shopping | Ref:a8b53c59 | Amount: INR 39729.8,Shopping
Grocery purchase at Big Bazaar | Ref:08ebbf75 | Amount: INR 6831.73,Food
PHONEPE Money sent to Deepak,Personal Transfer
POS Payroll credit ONLINE,Salary
SIP investment in mutual fund | Ref:033a0b55 | Amount: INR 10406.4,Investment
POS Educational institution fee ONLINE,Studies
Zerodha stock purchase | Ref:4bd695b9 | Amount: INR 2725.11,Investment
UPI Unclassified transaction PAYMENT,Other
ONLINE Bank account credit received,Income
GPAY Coaching institute UPI TRANSACTION,Studies
General payment,Other
ONLINE Medicine purchase UPI,Medical
GPAY Unknown merchant payment PURCHASE,Other
PAYTM Transfer to family member UPI,Personal Transfer
UPI Netflix monthly payment ONLINE,Entertainment
PHONEPE Monthly rent transfer PAYMENT,Rent
PHONEPE General payment ONLINE,Other
GPAY Reliance Fresh supermarket payment,Groceries
PPF contribution | Ref:4d6c4981 | Amount: INR 42796.81,Investment
Dominos pizza order | Ref:6b67f8c4 | Amount: INR 10101.78,Food
Bajaj Finserv EMI payment | Ref:11d703ab | Amount: INR 9694.32,EMI
RedBus bus ticket | Ref:524ac6f0 | Amount: INR 36646.27,Transport
GPAY UPI payment to Ravi PURCHASE,Personal Transfer
PPF contribution | Ref:2a013d6a | Amount: INR 7672.57,Investment
Zerodha stock purchase | Ref:a682b66f | Amount: INR 28647.36,Investment
GPAY UPI transfer to Arun TRANSACTION,Personal Transfer
Restaurant dining at | Ref:6478e6b4 | Amount: INR 21784.13,Food
Coaching institute UPI PAYMENT,Studies
IRCTC train ticket booking | Ref:d76b67f9 | Amount: INR 21798.26,Transport
Personal bank transfer PURCHASE,Personal Transfer
Petrol pump fuel payment | Ref:b6fc3c48 | Amount: INR 16800.09,Petrol
POS Miscellaneous expense UPI,Other
House rent payment,Rent
UPI Other transaction UPI,Other
ONLINE Unknown bank transaction ONLINE,Other
BANK Monthly wages credited ONLINE,Salary
UPI Netflix monthly payment UPI,Entertainment
UPI Internet broadband bill PURCHASE,Bills
SBI car loan EMI | Ref:720b2d16 | Amount: INR 2188.28,EMI
PPF contribution | Ref:1301c1a4 | Amount: INR 11526.68,Investment
POS Other transaction,Other
Bajaj Finserv EMI payment | Ref:dcb9d1a1 | Amount: INR 1232.77,EMI
POS Personal UPI transfer,Personal Transfer
PHONEPE Payroll credit ONLINE,Salary
UPI Payment to friend UPI,Personal Transfer
Fixed deposit investment | Ref:f9d22529 | Amount: INR 7585.51,Investment
BANK DMart grocery purchase,Groceries
IndiGo flight ticket | Ref:a24bc2b6 | Amount: INR 23957.72,Transport
POS Utility bill payment UPI,Bills
Petrol pump fuel payment | Ref:d9b95003 | Amount: INR 32039.04,Petrol
PAYTM Uber cab payment ONLINE,Transport
Myntra clothing order | Ref:b50ddf76 | Amount: INR 18209.8,Shopping
Employer salary payment TRANSACTION,Salary
Personal loan EMI deduction | Ref:6a3b2ba8 | Amount: INR 37458.48,EMI
Swiggy order payment | Ref:a7a10256 | Amount: INR 33431.97,Food
Flipkart electronics purchase | Ref:f085d7bb | Amount: INR 45888.38,Shopping
PHONEPE Water bill payment UPI,Bills
Zepto grocery delivery,Groceries
PHONEPE Zepto grocery delivery,Groceries
PHONEPE Education institute UPI payment,Studies
BANK Apartment rent payment UPI,Rent
BANK Diagnostic lab payment ONLINE,Medical
UPI Apollo Pharmacy payment,Medical
Medical shop purchase PURCHASE,Medical
IRCTC train ticket booking | Ref:9ae5f363 | Amount: INR 47972.02,Transport
PHONEPE UPI transfer to friend ONLINE,Personal Transfer
GPAY Office salary received TRANSACTION,Salary
POS Freelance payment received ONLINE,Income
PAYTM Coaching institute UPI,Studies
UPI Blinkit grocery payment UPI,Groceries
ONLINE Electricity bill payment PAYMENT,Bills
Amazon seller services payment,Shopping
BANK Fast food restaurant UPI ONLINE,Food
Cafe coffee purchase at | Ref:f08d321b | Amount: INR 16982.07,Food
BANK Hospital bill payment PAYMENT,Medical
Zerodha stock purchase | Ref:e29c2b18 | Amount: INR 38980.51,Investment
PHONEPE Reliance Fresh supermarket payment TRANSACTION,Groceries
GPAY Unknown bank transaction ONLINE,Other
ONLINE Diagnostic lab payment PURCHASE,Medical
POS Cinema ticket payment UPI,Entertainment
UPI Educational institution fee PURCHASE,Studies
PHONEPE BookMyShow movie ticket PAYMENT,Entertainment
ONLINE Reliance Fresh supermarket payment PURCHASE,Groceries
UPI Miscellaneous expense UPI,Other
Credit card EMI installment | Ref:5a37e1df | Amount: INR 9750.56,EMI
McDonald's meal payment | Ref:6de931af | Amount: INR 48160.45,Food
UPI Coaching institute UPI UPI,Studies
SIP investment in mutual fund | Ref:8ce87a47 | Amount: INR 24616.44,Investment
Myntra clothing order | Ref:b5c5a946 | Amount: INR 10043.85,Shopping
ONLINE Incoming bank credit PAYMENT,Income
Zerodha stock purchase | Ref:acb3a5cd | Amount: INR 39319.55,Investment
Flipkart electronics purchase | Ref:a6cf8b48 | Amount: INR 6332.05,Shopping
GPAY Flipkart online purchase ONLINE,Shopping
Groww ETF investment | Ref:82c57d51 | Amount: INR 32175.12,Investment
UPI Income credited TRANSACTION,Income
SIP investment in mutual fund | Ref:04e79362 | Amount: INR 25603.66,Investment
Bajaj Finserv EMI payment | Ref:acabd6e6 | Amount: INR 18806.88,EMI
BANK Company salary deposit ONLINE,Salary
PAYTM Landlord rent payment,Rent
Petrol pump fuel payment | Ref:ab0a6358 | Amount: INR 36140.53,Petrol
Bajaj Finserv EMI payment | Ref:a150ac93 | Amount: INR 38586.21,EMI
GPAY Shell fuel payment PURCHASE,Petrol
Restaurant dining at | Ref:28ed318b | Amount: INR 35229.97,Food
PAYTM Money transfer to person ONLINE,Personal Transfer
BANK Institute fee payment PURCHASE,Studies
ONLINE Flat rent transfer TRANSACTION,Rent
Petrol pump fuel payment | Ref:6347c9ec | Amount: INR 26729.48,Petrol
ONLINE Theatre ticket payment PURCHASE,Entertainment
PAYTM Netflix monthly payment PURCHASE,Entertainment
Meesho shopping payment PAYMENT,Shopping
Amazon online shopping | Ref:d66f3804 | Amount: INR 22458.9,Shopping
GPAY Company salary deposit TRANSACTION,Salary
Petrol pump fuel payment | Ref:cba2a7b9 | Amount: INR 36961.41,Petrol
PHONEPE Reliance Fresh supermarket payment PURCHASE,Groceries
Grocery purchase at Big Bazaar | Ref:5b0aad50 | Amount: INR 46128.72,Food
IndiGo flight ticket | Ref:df852d43 | Amount: INR 19289.98,Transport
PAYTM House rent payment TRANSACTION,Rent
Flipkart electronics purchase | Ref:c51bbb76 | Amount: INR 14163.95,Shopping
UPI Utility bill payment UPI,Bills
UPI Apollo Pharmacy payment PAYMENT,Medical
PHONEPE Employer salary payment PAYMENT,Salary
PAYTM Mobile bill payment PAYMENT,Bills
Institute fee payment,Studies
BANK House rent payment ONLINE,Rent
Zomato dinner bill | Ref:47549550 | Amount: INR 13787.05,Food
Petrol pump fuel payment | Ref:8bde1711 | Amount: INR 21615.27,Petrol
IKEA furniture shopping | Ref:405565c1 | Amount: INR 9968.07,Shopping
Uber ride payment | Ref:0fc7c12e | Amount: INR 6662.27,Transport
HDFC home loan EMI | Ref:1af788c2 | Amount: INR 14483.06,EMI
POS UPI payment to Ravi TRANSACTION,Personal Transfer
Credit card EMI installment | Ref:323bbe54 | Amount: INR 43844.22,EMI
PAYTM Mobile bill payment TRANSACTION,Bills
Restaurant dining at | Ref:25b26434 | Amount: INR 839.19,Food
Education institute UPI payment,Studies
BANK Mithran Super Stores purchase ONLINE,Groceries
Groww ETF investment | Ref:aebeb3bf | Amount: INR 11763.54,Investment
Uber ride payment | Ref:18e8d413 | Amount: INR 27925.75,Transport
PAYTM Netflix monthly payment UPI,Entertainment
GPAY University tuition fee PAYMENT,Studies
PHONEPE Medical shop purchase TRANSACTION,Medical
Ola cab fare | Ref:32803148 | Amount: INR 39649.35,Transport
PAYTM Landlord rent payment,Rent
ONLINE Diesel filling payment,Petrol
Fixed deposit investment | Ref:2b17c1d5 | Amount: INR 36920.85,Investment
Bajaj Finserv EMI payment | Ref:b93c2c17 | Amount: INR 25057.31,EMI
ONLINE Personal bank transfer PURCHASE,Personal Transfer
Groww ETF investment | Ref:39adefcd | Amount: INR 33267.18,Investment
McDonald's meal payment | Ref:a42ada82 | Amount: INR 5327.63,Food
Flipkart electronics purchase | Ref:973b4932 | Amount: INR 194.16,Shopping
McDonald's meal payment | Ref:3972752e | Amount: INR 31238.69,Food
Petrol pump fuel payment | Ref:600364cb | Amount: INR 21366.4,Petrol
PHONEPE Freelance payment received PAYMENT,Income
POS Money transfer to person,Personal Transfer
PHONEPE Education institute UPI payment,Studies
SIP investment in mutual fund | Ref:6c121031 | Amount: INR 36629.11,Investment
ONLINE Hospital bill payment,Medical
Zomato dinner bill | Ref:93989cb1 | Amount: INR 47939.33,Food
BANK Bharat Petroleum fuel purchase UPI,Petrol
Ola cab fare | Ref:711713ea | Amount: INR 41954.85,Transport
ONLINE Provision store payment PAYMENT,Groceries
SBI car loan EMI | Ref:db63a2de | Amount: INR 35669.77,EMI
Theatre ticket payment PURCHASE,Entertainment
PHONEPE Office salary received TRANSACTION,Salary
PHONEPE Gas bill payment,Bills
Petrol pump fuel payment | Ref:96285af9 | Amount: INR 10227.96,Petrol
UPI Incoming bank credit TRANSACTION,Income
ONLINE Transfer to family member,Personal Transfer
PHONEPE Freelance payment received TRANSACTION,Income
GPAY MedPlus pharmacy purchase UPI,Medical
Petrol pump fuel payment | Ref:3108a8d9 | Amount: INR 12222.37,Petrol
Myntra clothing order | Ref:9c28b4ce | Amount: INR 22840.06,Shopping
GPAY Cinema ticket payment TRANSACTION,Entertainment
SIP investment in mutual fund | Ref:808fe68d | Amount: INR 11681.84,Investment
PPF contribution | Ref:4ddf4350 | Amount: INR 41199.4,Investment
IndiGo flight ticket | Ref:ce7550c0 | Amount: INR 40293.13,Transport
PHONEPE Exam fee payment UPI,Studies
UPI Doctor consultation fee UPI,Medical
Ola cab fare | Ref:005f31f8 | Amount: INR 3805.17,Transport
PAYTM Gaming purchase PURCHASE,Entertainment
IRCTC train ticket booking | Ref:d5d3d2db | Amount: INR 16584.95,Transport
Landlord rent payment,Rent
McDonald's meal payment | Ref:aee0e609 | Amount: INR 49819.78,Food
PHONEPE UPI transfer to friend UPI,Personal Transfer
PHONEPE Commission received TRANSACTION,Income
PAYTM General payment UPI,Other
UPI UPI payment to Ravi ONLINE,Personal Transfer
Petrol pump fuel payment | Ref:0d825d52 | Amount: INR 16866.19,Petrol
ONLINE Reliance Fresh supermarket payment,Groceries
Reliance Fresh supermarket payment,Groceries
Unclassified transaction PURCHASE,Other
ONLINE Exam fee payment PURCHASE,Studies
Diagnostic lab payment UPI,Medical
PAYTM General income credit TRANSACTION,Income
GPAY Room rent August UPI,Rent
PHONEPE Disney Hotstar subscription PURCHASE,Entertainment
UPI BookMyShow movie ticket ONLINE,Entertainment
IRCTC train ticket booking | Ref:b6cf4d84 | Amount: INR 15866.96,Transport
PAYTM Money sent to Deepak TRANSACTION,Personal Transfer
POS Medicine purchase UPI,Medical
PPF contribution | Ref:114352fc | Amount: INR 26262.66,Investment
GPAY Medical shop purchase UPI,Medical
Electronics store purchase PAYMENT,Shopping
POS McDonalds online payment PURCHASE,Food
PHONEPE Mobile bill payment PAYMENT,Bills
MedPlus pharmacy purchase TRANSACTION,Medical
UPI Airtel recharge UPI,Bills
POS General payment PURCHASE,Other
Swiggy order payment | Ref:56557c62 | Amount: INR 35406.66,Food
Doctor consultation fee TRANSACTION,Medical
GPAY Spotify subscription PAYMENT,Entertainment
GPAY Medicine purchase UPI,Medical
PAYTM Medicine purchase PURCHASE,Medical
UPI University tuition fee ONLINE,Studies
PHONEPE Miscellaneous expense PAYMENT,Other
ONLINE Company salary deposit UPI,Salary
PHONEPE BookMyShow movie ticket PAYMENT,Entertainment
BANK General credit to account PAYMENT,Income
UPI Unknown merchant payment UPI,Other
Disney Hotstar subscription TRANSACTION,Entertainment
PHONEPE Bookstore study material ONLINE,Studies
Landlord rent payment,Rent
POS Dominos pizza payment UPI,Food
Uber ride payment | Ref:720da944 | Amount: INR 21348.43,Transport
BANK Salary credited ONLINE,Salary
PAYTM Money sent to Deepak PAYMENT,Personal Transfer
SBI car loan EMI | Ref:a7dfe4c0 | Amount: INR 21959.75,EMI
BookMyShow movie ticket TRANSACTION,Entertainment
Amazon online shopping | Ref:da22a4c4 | Amount: INR 3553.47,Shopping
IRCTC train ticket booking | Ref:917a979a | Amount: INR 18593.01,Transport
UPI UPI payment to Ravi,Personal Transfer
Clinic payment TRANSACTION,Medical
Zerodha stock purchase | Ref:af5793fa | Amount: INR 26723.86,Investment
PAYTM Monthly salary credit PAYMENT,Salary
PAYTM Salary August credit PURCHASE,Salary
SIP investment in mutual fund | Ref:f521c25f | Amount: INR 22480.88,Investment
UPI Gaming purchase ONLINE,Entertainment
Grocery purchase at Big Bazaar | Ref:008da18f | Amount: INR 23869.69,Food
Ola cab fare | Ref:6bf6657b | Amount: INR 1433.82,Transport
POS Fixed deposit investment TRANSACTION,Investment
GPAY Diesel filling payment PURCHASE,Petrol
BANK Payroll credit PAYMENT,Salary
Myntra clothing order | Ref:a2af1225 | Amount: INR 2701.61,Shopping
GPAY Spotify subscription PURCHASE,Entertainment
PHONEPE Zepto grocery delivery,Groceries
ONLINE Reliance Fresh supermarket payment ONLINE,Groceries
Petrol pump fuel payment | Ref:83399243 | Amount: INR 31508.54,Petrol
Bajaj Finserv EMI payment | Ref:7e244b3f | Amount: INR 32199.01,EMI
BANK Flat rent transfer PAYMENT,Rent
POS Office salary received UPI,Salary
BANK General purchase,Other
PAYTM Electronics store purchase,Shopping
POS Utility bill payment TRANSACTION,Bills
GPAY Other transaction,Other
ONLINE Diagnostic lab payment,Medical
PHONEPE Office salary received,Salary
PHONEPE General purchase PURCHASE,Other
Amazon online shopping | Ref:ccaef933 | Amount: INR 19290.51,Shopping
UPI Hostel rent payment PAYMENT,Rent
Room rent August PURCHASE,Rent
ONLINE Salary August credit ONLINE,Salary
PHONEPE Gaming purchase UPI,Entertainment
GPAY Hostel rent payment,Rent
ONLINE Salary August credit ONLINE,Salary
UPI Misc expense payment TRANSACTION,Other
PAYTM Landlord rent payment,Rent
RedBus bus ticket | Ref:2fa2eb94 | Amount: INR 12295.82,Transport
PHONEPE Personal bank transfer UPI,Personal Transfer
POS BookMyShow movie ticket PAYMENT,Entertainment
BookMyShow movie ticket UPI,Entertainment
Loan EMI auto debit,EMI
PAYTM Gas bill payment UPI,Bills
PHONEPE Flat rent transfer PAYMENT,Rent
ONLINE Medicine purchase UPI,Medical
Hostel rent payment UPI,Rent
PHONEPE Monthly rent transfer PAYMENT,Rent
POS Myntra shopping payment UPI,Shopping
UPI Cinema ticket payment UPI,Entertainment
PAYTM Water bill payment PURCHASE,Bills
UPI transfer to Arun,Personal Transfer
PHONEPE Flat rent transfer ONLINE,Rent
ONLINE BigBasket grocery order,Groceries
Cafe coffee purchase at | Ref:f4a34781 | Amount: INR 10396.46,Food
ONLINE Zepto grocery delivery TRANSACTION,Groceries
Petrol pump fuel payment | Ref:f88929f2 | Amount: INR 21590.31,Petrol
PHONEPE Employer salary payment,Salary
PHONEPE Medical shop purchase UPI,Medical
ONLINE Landlord rent payment TRANSACTION,Rent
IndiGo flight ticket | Ref:4e4bfc04 | Amount: INR 19221.63,Transport
Petrol pump fuel payment | Ref:4a17bb21 | Amount: INR 11024.13,Petrol
POS Finance EMI monthly payment PURCHASE,EMI
BANK Apollo Pharmacy payment ONLINE,Medical
Medical shop purchase ONLINE,Medical
PHONEPE Payment received PURCHASE,Income
PAYTM Money transfer to person UPI,Personal Transfer
UPI Theatre ticket payment PURCHASE,Entertainment
BANK Provision store payment PURCHASE,Groceries
BANK Monthly salary credit ONLINE,Salary
UPI Flat rent transfer PURCHASE,Rent
ONLINE Money sent to Deepak PAYMENT,Personal Transfer
PHONEPE Bonus credited UPI,Income
Flipkart electronics purchase | Ref:1ddfcf0c | Amount: INR 12951.45,Shopping
POS DMart grocery purchase,Groceries
BANK Hospital bill payment PAYMENT,Medical
Fixed deposit investment | Ref:b26b044a | Amount: INR 12725.34,Investment
GPAY Jio mobile recharge ONLINE,Bills
Dominos pizza order | Ref:0edcaa1d | Amount: INR 5817.29,Food
BANK Udemy course purchase PAYMENT,Studies
Education institute UPI payment PURCHASE,Studies
UPI Gaming purchase ONLINE,Entertainment
UPI Bank account credit received TRANSACTION,Income
RedBus bus ticket | Ref:f9f6f8f6 | Amount: INR 31747.89,Transport
Payment to friend PAYMENT,Personal Transfer
Reliance Digital purchase | Ref:29c232c3 | Amount: INR 44940.75,Shopping
Cafe coffee purchase at | Ref:d4d7038e | Amount: INR 32831.17,Food
BANK Payroll credit UPI,Salary
GPAY House rent payment,Rent
PHONEPE Zepto grocery delivery ONLINE,Groceries
GPAY Diagnostic lab payment UPI,Medical
PAYTM Payroll credit TRANSACTION,Salary
Cinema ticket payment,Entertainment
BANK Supermarket grocery purchase ONLINE,Groceries
IRCTC online ticket,Transport
UPI Ola cab fare PURCHASE,Transport
PAYTM BookMyShow movie ticket ONLINE,Entertainment
PAYTM UPI payment to Ravi UPI,Personal Transfer
BANK UPI payment to Ravi,Personal Transfer
Myntra clothing order | Ref:559a89b1 | Amount: INR 13319.05,Shopping
Udemy course purchase TRANSACTION,Studies
BANK Personal UPI transfer ONLINE,Personal Transfer
POS Employer salary payment UPI,Salary
PAYTM Electricity bill payment ONLINE,Bills
IRCTC train ticket booking | Ref:f3253fa1 | Amount: INR 5937.19,Transport
Credit card EMI installment | Ref:c64160e4 | Amount: INR 15753.55,EMI
UPI Company salary deposit ONLINE,Salary
PAYTM Exam fee payment PURCHASE,Studies
PAYTM Theatre ticket payment PURCHASE,Entertainment
POS Cinema ticket payment PURCHASE,Entertainment
PAYTM Spotify subscription PURCHASE,Entertainment
IRCTC train ticket booking | Ref:89f2f4a9 | Amount: INR 33531.26,Transport
GPAY School fee payment PAYMENT,Studies
SIP investment in mutual fund | Ref:05f67c43 | Amount: INR 3706.11,Investment
SIP investment in mutual fund | Ref:94d97074 | Amount: INR 18205.43,Investment
ONLINE Miscellaneous expense PAYMENT,Other
PHONEPE General payment UPI,Other
Amazon online shopping | Ref:355bc5d7 | Amount: INR 18544.31,Shopping
POS Company salary deposit,Salary
GPAY Clothing store UPI payment UPI,Shopping
SIP investment in mutual fund | Ref:e9856010 | Amount: INR 39919.41,Investment
BANK Unclassified transaction UPI,Other
Bajaj Finserv EMI payment | Ref:fb6ed233 | Amount: INR 37334.83,EMI
RedBus bus ticket | Ref:a8656f50 | Amount: INR 4174.22,Transport
POS Metro recharge transaction UPI,Transport
UPI Other transaction UPI,Other
ONLINE Personal bank transfer PURCHASE,Personal Transfer
BANK Clinic payment,Medical
PAYTM Mobile bill payment ONLINE,Bills
POS Commission received UPI,Income
POS Electricity bill payment TRANSACTION,Bills
GPAY Incoming bank credit UPI,Income
Office salary received,Salary
MakeMyTrip hotel booking | Ref:8e930c70 | Amount: INR 7631.78,Transport
PAYTM Blinkit grocery payment UPI,Groceries
BANK Office salary received,Salary
GPAY Cash deposit credit,Income
Petrol pump fuel payment | Ref:8e4ecb27 | Amount: INR 27965.26,Petrol
PHONEPE Payment to friend UPI,Personal Transfer
PAYTM UPI payment to Ravi UPI,Personal Transfer
GPAY Electricity bill payment PAYMENT,Bills
GPAY Utility bill payment PAYMENT,Bills
Unknown bank transaction UPI,Other
Institute fee payment UPI,Studies
PAYTM Salary credited ONLINE,Salary
PPF contribution | Ref:6b8bc3cd | Amount: INR 34136.3,Investment
Petrol pump fuel payment | Ref:d25e53c2 | Amount: INR 6250.66,Petrol
ONLINE Unknown bank transaction PURCHASE,Other
PHONEPE DMart grocery purchase ONLINE,Groceries
PHONEPE Disney Hotstar subscription PAYMENT,Entertainment
GPAY MedPlus pharmacy purchase PAYMENT,Medical
ONLINE Office salary received ONLINE,Salary
Petrol pump fuel payment | Ref:54ca74c9 | Amount: INR 37157.26,Petrol
PHONEPE Theatre ticket payment TRANSACTION,Entertainment
PHONEPE Bonus credited UPI,Income
Doctor consultation fee PAYMENT,Medical
ONLINE Money received ONLINE,Income
